lesson_number,order_index,domain,difficulty,title,module,topics,prerequisites,status,tags,notes
311,120,dfir,2,Linux Network Activity Analysis from Memory,Module 7: Memory Forensics,"linux.netstat, linux.ifconfig, active network connections in memory, listening sockets and services, correlating network activity to processes",[100],completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
312,121,dfir,3,Detecting Code Injection in Linux Memory,Module 7: Memory Forensics,"linux.malfind for injected code, LD_PRELOAD injection detection, process memory mapping analysis, shared library analysis","[100,91]",completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Requires persistence lesson (91)
313,122,dfir,2,Dumping Processes and Files from Linux Memory,Module 7: Memory Forensics,"linux.procdump for process extraction, linux.dump_map for memory region dumping, extracting executables and libraries, file carving from memory",[100],completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
314,123,dfir,2,Additional Volatility Linux Plugins,Module 7: Memory Forensics,"linux.elfs (ELF file listing), linux.lsof (open files), linux.lsmod (loaded kernel modules), linux.mount (mounted filesystems), linux.keyboard_notifiers (keylogger detection)",[100],completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
315,124,dfir,3,Linux Memory Forensics Case Study,Module 7: Memory Forensics,"Real-world compromised Linux system, complete memory analysis workflow, process analysis, network connections, persistence, timeline reconstruction from memory","[100,101,102,103,104,105]",completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Capstone for memory module
316,125,dfir,2,Linux Live Response with UAC,Module 8: Live Response,"Live response scenario introduction, UAC walkthrough on live system, collecting volatile data (processes, network, logged-in users), artifact preservation, chain of custody for live response",[94],completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
317,126,dfir,3,Linux Live Response Best Practices,Module 8: Live Response,"Order of volatility (memory → network → processes → disk), trusted binaries and forensic toolkits, avoiding system contamination, remote response via SSH, documentation and logging",[107],completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
318,127,dfir,3,Linux Forensics Case Study Part 1 Disk Analysis,Module 9: Case Studies,"Realistic compromise scenario, evidence preparation and imaging, disk image mounting and analysis, file system timeline creation, log analysis (auth.log, syslog, web logs), persistence mechanism identification","[71,72,73,74,75,76,77,78,79,81,82,83,84,85,86,88,89,90,91,92,94,96,97]",completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Requires most prior modules
319,128,dfir,3,Linux Forensics Case Study Part 2 Memory Analysis,Module 9: Case Studies,"Memory image analysis with Volatility 3, process enumeration and suspicious processes, network connections and C2 detection, extracting malicious binaries, correlating disk and memory findings",[109],completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Sequential with lesson 109
320,129,dfir,3,Linux Forensics Capstone Lab,Module 9: Case Studies,"Multi-stage Linux compromise investigation, initial access → persistence → lateral movement → exfiltration, complete timeline reconstruction, IOC extraction and threat attribution, final forensic report writing","[109,110]",completed,"Course: 13Cubed-Investigating Linux Devices, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Final capstone - requires all prior lessons
321,11,osint,2,Dark Web Monitoring and Intelligence Gathering,Module 2: Advanced OSINT,"Tor network, dark web marketplaces, onion link discovery, dark web monitoring tools (Hunchly, OnionScan), credential leak databases, operational security for dark web research","[1,2,3,4,5,6,7,8,9,10]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Requires OSINT fundamentals
322,12,osint,3,Cryptocurrency Tracking and Blockchain Intelligence,Module 2: Advanced OSINT,"Bitcoin, Ethereum blockchain analysis, wallet clustering, transaction graph analysis, tools (Chainalysis, Elliptic, Crystal Blockchain), mixer and tumbler detection, NFT tracking",[42],completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",
323,13,osint,2,Satellite Imagery and Geospatial Intelligence,Module 2: Advanced OSINT,"Google Earth Pro, Sentinel Hub, Planet Labs, historical imagery analysis, geolocation verification, change detection, open source satellite data, military and infrastructure analysis",[7],completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Builds on geolocation lesson
324,14,osint,3,Advanced Social Engineering for OSINT,Module 2: Advanced OSINT,"Pretexting, elicitation techniques, social engineering in OSINT context, LinkedIn intelligence gathering, business intelligence, corporate structure mapping, vishing and phishing for intelligence (ethical considerations)",[3],completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Ethical boundaries emphasized
325,15,osint,3,OSINT Automation and API Integration,Module 2: Advanced OSINT,"Python for OSINT automation, API integration (Twitter API, Shodan API, VirusTotal API), web scraping with BeautifulSoup and Scrapy, OSINT Framework automation, building custom OSINT tools",[10],completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Programming skills required
326,11,threat_hunting,2,Hypothesis-Driven Threat Hunting,Module 2: Advanced Hunting,"Hunt hypothesis development, threat modeling for hunters, ATT&CK-based hypothesis creation, hypothesis testing and validation, documenting hunt results","[1,2]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Core hunting methodology
327,12,threat_hunting,3,Advanced EDR Hunting Queries,Module 2: Advanced Hunting,"CrowdStrike Falcon query language, Carbon Black queries, SentinelOne hunting, Microsoft Defender Advanced Hunting (KQL), custom detection rule creation","[6,11]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",EDR platform specific
328,13,threat_hunting,3,Behavioral Analytics and Anomaly Detection,Module 2: Advanced Hunting,"User and entity behavior analytics (UEBA), baseline establishment, statistical anomaly detection, machine learning for threat detection, behavioral profiling","[7,9]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Analytics focused
329,14,threat_hunting,3,Threat Hunting Automation and Orchestration,Module 2: Advanced Hunting,"SOAR platforms for hunting, automated hunt playbooks, Python for hunt automation, continuous hunting vs triggered hunts, hunt metrics and measurement","[11,47]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Automation emphasis
330,15,threat_hunting,3,Building and Operating a Threat Hunt Team,Module 2: Advanced Hunting,"Hunt team structure and roles, hunt mission planning, hunt operations tempo, collaboration with SOC and IR, hunt team metrics and KPIs, continuous improvement",[10],completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Built-In",Team operations focus
331,16,cloud,2,AWS Security Services: GuardDuty and Security Hub,Module 2: AWS Security,"GuardDuty threat detection, Security Hub centralized findings, AWS Config compliance, integration with SIEM, automated remediation, threat intelligence feeds",[1],completed,"Career Path: Cloud Security, Career Path: Security Engineer, Built-In",AWS native security
332,17,cloud,2,AWS Macie and Data Loss Prevention,Module 2: AWS Security,"Macie for sensitive data discovery, S3 bucket scanning, PII and PHI detection, data classification, DLP policies, compliance monitoring","[1,8]",completed,"Career Path: Cloud Security, Career Path: Security Engineer, Built-In",Data protection focus
333,18,cloud,2,Azure Sentinel and Security Operations,Module 3: Azure Security,"Azure Sentinel SIEM, KQL queries for hunting, workbooks and analytics rules, playbooks and automation, integration with Microsoft 365 Defender",[2],completed,"Career Path: Cloud Security, Career Path: Security Engineer, Built-In",Azure cloud SIEM
334,19,cloud,2,Microsoft Defender for Cloud,Module 3: Azure Security,"Defender for Cloud (formerly Security Center), security posture management, regulatory compliance, workload protection, JIT VM access, adaptive application controls","[2,54]",completed,"Career Path: Cloud Security, Career Path: Security Engineer, Built-In",Azure security platform
335,20,cloud,2,GCP Security Command Center,Module 4: GCP Security,"Security Command Center overview, asset inventory and discovery, vulnerability scanning, threat detection, security findings and recommendations, integration with Chronicle",[],completed,"Career Path: Cloud Security, Career Path: Security Engineer, Built-In",GCP security platform
336,21,cloud,3,Multi-Cloud Security Architecture,Module 5: Multi-Cloud,"Multi-cloud vs hybrid cloud, centralized security management, cross-cloud identity and access, unified logging and monitoring, cost and complexity considerations","[1,2]",completed,"Career Path: Cloud Security, Career Path: Security Engineer, Built-In",Architecture patterns
337,22,cloud,3,Cloud Incident Response and Forensics,Module 5: Multi-Cloud,"Cloud IR preparation, evidence collection in cloud environments, snapshot and log preservation, cloud forensics tools, coordinating with cloud providers, legal considerations","[1,2,5]",completed,"Career Path: Cloud Security, Career Path: Security Engineer, Built-In",IR in cloud context
338,16,system,3,Advanced Windows Kernel Architecture,Module 2: Windows Deep Dive,"Kernel vs user mode, system calls and interrupts, kernel objects and handles, executive subsystems, device drivers and I/O manager, kernel debugging with WinDbg",[1],completed,"Career Path: Security Engineer, Career Path: DFIR Specialist, Built-In",Advanced kernel concepts
339,17,system,2,macOS Architecture and Security Model,Module 3: macOS Internals,"XNU kernel (Mach + BSD), macOS security features (SIP, Gatekeeper, XProtect), file system (APFS), process management, macOS logging (unified log), application sandboxing",[4],completed,"Career Path: Security Engineer, Career Path: DFIR Specialist, Built-In",macOS fundamentals
340,18,system,3,macOS Security and Endpoint Protection,Module 3: macOS Internals,"Endpoint security framework, TCC (Transparency Consent and Control), code signing and notarization, macOS malware landscape, detection and response on macOS",[60],completed,"Career Path: Security Engineer, Career Path: DFIR Specialist, Built-In",macOS security focus
